date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:11:26	47186/47186	---M-Z	200	added ('OK')	text/css	etag:%22b852-6548bd32-8641a820a471ed54;gz%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/css/style.css?ver=6.4.1	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/css/styleaec2.css	(from https://wpriverthemes.com/gridx/)
23:11:26	43135/43135	---M-Z	200	added ('OK')	text/css	etag:%22a87f-6548bd32-be0ea8f548c2f268;gz%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/css/gridx-unit-test.css?ver=6.4.1	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/css/gridx-unit-testaec2.css	(from https://wpriverthemes.com/gridx/)
23:11:26	19533/19533	---M-Z	200	added ('OK')	text/css	etag:%224c4d-654c956d-464f2a94dae035e;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min192d.css	(from https://wpriverthemes.com/gridx/)
23:11:27	117332/117332	---M-Z	200	added ('OK')	text/css	etag:%221ca54-654c956d-6b54efc7b20d9477;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.17.3	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/css/frontend-lite.min8864.css	(from https://wpriverthemes.com/gridx/)
23:11:27	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-654c956e-731a1b5bd5259693;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://wpriverthemes.com/gridx/)
23:11:27	1108/1108	---M-Z	200	added ('OK')	text/css	etag:%22454-654c95b7-9f8310bfae30d83c;gz%22	https://wpriverthemes.com/gridx/wp-content/uploads/elementor/css/post-16.css?ver=1699517879	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/elementor/css/post-167a7c.css	(from https://wpriverthemes.com/gridx/)
23:11:27	9475/9475	---M-Z	200	added ('OK')	text/css	etag:%222503-654c95b7-4c24f9978108647e;gz%22	https://wpriverthemes.com/gridx/wp-content/uploads/elementor/css/global.css?ver=1699517879	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/elementor/css/global7a7c.css	(from https://wpriverthemes.com/gridx/)
23:11:28	7035/7035	---M-Z	200	added ('OK')	text/css	etag:%221b7b-654c95b8-66cb5337b74ce525;gz%22	https://wpriverthemes.com/gridx/wp-content/uploads/elementor/css/post-13.css?ver=1699517880	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/elementor/css/post-139db2.css	(from https://wpriverthemes.com/gridx/)
23:11:28	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-654c9586-555545e04436adf5;gz%22	https://wpriverthemes.com/gridx/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/workspace/selLF/wpriverthemes.com/gridx/wp-includes/js/jquery/jquery.minf43b.js	(from https://wpriverthemes.com/gridx/)
23:11:28	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-65487ee7-dbc8c138a437d8e4;gz%22	https://wpriverthemes.com/gridx/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/workspace/selLF/wpriverthemes.com/gridx/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://wpriverthemes.com/gridx/)
23:11:29	21519/21519	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Nov%202023%2014:11:29%20GMT	https://wpriverthemes.com/gridx/wp-json/wp/v2/pages/13	D:/workspace/selLF/wpriverthemes.com/gridx/wp-json/wp/v2/pages/13.json	(from https://wpriverthemes.com/gridx/)
23:11:29	180772/180772	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Nov%202023%2014:11:29%20GMT	https://wpriverthemes.com/gridx/wp-json/	D:/workspace/selLF/wpriverthemes.com/gridx/wp-json/index.html	(from https://wpriverthemes.com/gridx/)
23:11:29	852/852	---M-Z	200	added ('OK')	text/xml	date:Wed,%2022%20Nov%202023%2014:11:30%20GMT	https://wpriverthemes.com/gridx/xmlrpc.php?rsd	D:/workspace/selLF/wpriverthemes.com/gridx/xmlrpc0db0.php	(from https://wpriverthemes.com/gridx/)
23:11:30	2081/2081	---M-Z	200	added ('OK')	application/json	date:Wed,%2022%20Nov%202023%2014:11:30%20GMT	https://wpriverthemes.com/gridx/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpriverthemes.com%2Fgridx%2F	D:/workspace/selLF/wpriverthemes.com/gridx/wp-json/oembed/1.0/embed00f2.json	(from https://wpriverthemes.com/gridx/)
23:11:30	2239/2239	---M-Z	200	added ('OK')	text/xml	date:Wed,%2022%20Nov%202023%2014:11:31%20GMT	https://wpriverthemes.com/gridx/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpriverthemes.com%2Fgridx%2F&format=xml	D:/workspace/selLF/wpriverthemes.com/gridx/wp-json/oembed/1.0/embed8394	(from https://wpriverthemes.com/gridx/)
23:11:30	3313/3313	---M-Z	200	added ('OK')	image/svg+xml	etag:%22cf1-6548bd32-8aed93e058db1a9;gz%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/logo.svg	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/logo.svg	(from https://wpriverthemes.com/gridx/)
23:11:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Nov%202023%2014:11:31%20GMT	https://wpriverthemes.com/gridx/contact-info	D:/workspace/selLF/wpriverthemes.com/gridx/contact-info	(from https://wpriverthemes.com/gridx/)
23:11:31	41652/41652	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Nov%202023%2014:11:31%20GMT	https://wpriverthemes.com/gridx/about-page/	D:/workspace/selLF/wpriverthemes.com/gridx/about-page/index.html	(from https://wpriverthemes.com/gridx/)
23:11:31	113367/113367	---M--	200	added ('OK')	image/png	etag:%221bad7-6548bd32-4329bb0e1fc6816c;;;%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/bg1.png	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/bg1.png	(from https://wpriverthemes.com/gridx/)
23:11:31	39509/39509	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Nov%202023%2014:11:32%20GMT	https://wpriverthemes.com/gridx/work/	D:/workspace/selLF/wpriverthemes.com/gridx/work/index.html	(from https://wpriverthemes.com/gridx/)
23:11:31	917/917	---M-Z	200	added ('OK')	image/svg+xml	etag:%22395-6548bd32-c56c998267d9abb;gz%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/icon.svg	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/icon.svg	(from https://wpriverthemes.com/gridx/)
23:11:31	1743/1743	---M-Z	200	added ('OK')	image/svg+xml	etag:%226cf-644a6d8a-944d853e98a4ade;gz%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/star1.svg	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/2023/04/star1.svg	(from https://wpriverthemes.com/gridx/)
23:11:31	112827/112827	---M--	200	added ('OK')	image/png	etag:%221b8bb-642a9690-8e0b09c9ccec7fb4;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/me.png	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/2023/04/me.png	(from https://wpriverthemes.com/gridx/)
23:11:31	5536/5536	---M--	200	added ('OK')	image/png	etag:%2215a0-642ab835-d9fd80bc87b27ae9;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/sign.png	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/2023/04/sign.png	(from https://wpriverthemes.com/gridx/)
23:11:32	21307/21307	---M--	200	added ('OK')	image/png	etag:%22533b-642b2c86-e42d34b332cf539d;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/my-works.png	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/2023/04/my-works.png	(from https://wpriverthemes.com/gridx/)
23:11:32	4306/4306	---M--	200	added ('OK')	image/png	etag:%2210d2-642b32c3-2dabc5bdf53e43ad;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/gfonts.png	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/2023/04/gfonts.png	(from https://wpriverthemes.com/gridx/)
23:11:32	33656/33656	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Nov%202023%2014:11:33%20GMT	https://wpriverthemes.com/gridx/contact-info/	D:/workspace/selLF/wpriverthemes.com/gridx/contact-info/index.html	(from https://wpriverthemes.com/gridx/)
23:11:32	713/713	---M--	200	added ('OK')	image/png	etag:%222c9-6548bd32-962a8761d13b1987;;;%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/icon2.png	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/icon2.png	(from https://wpriverthemes.com/gridx/)
23:11:32	10770/10770	---M-Z	200	added ('OK')	application/x-javascript	etag:%222a12-65487efe-407768a845f3c425;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8.2	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/plugins/contact-form-7/includes/swv/js/index080f.js	(from https://wpriverthemes.com/gridx/)
23:11:33	12943/12943	---M-Z	200	added ('OK')	application/x-javascript	etag:%22328f-65487efe-e981b7e232377141;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.8.2	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/plugins/contact-form-7/includes/js/index080f.js	(from https://wpriverthemes.com/gridx/)
23:11:33	78743/78743	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213397-6548bd32-ecb25f497e7eb4c0;gz%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/js/bootstrap.bundle.min.js?ver=6.4.1	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/js/bootstrap.bundle.minaec2.js	(from https://wpriverthemes.com/gridx/)
23:11:33	14239/14239	---M-Z	200	added ('OK')	application/x-javascript	etag:%22379f-6548bd32-3b5045e6ddb964e2;gz%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/js/aos.js?ver=6.4.1	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/js/aosaec2.js	(from https://wpriverthemes.com/gridx/)
23:11:33	36065/36065	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Nov%202023%2014:11:34%20GMT	https://wpriverthemes.com/gridx/credential/	D:/workspace/selLF/wpriverthemes.com/gridx/credential/index.html	(from https://wpriverthemes.com/gridx/)
23:11:33	836/836	---M-Z	200	added ('OK')	application/x-javascript	etag:%22344-6548bd32-f1dd645316c9ea6b;gz%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/js/main.js?ver=6.4.1	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/js/mainaec2.js	(from https://wpriverthemes.com/gridx/)
23:11:34	23371/23371	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Nov%202023%2014:11:34%20GMT	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/js/ajax-form.js?ver=6.4.1	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/js/ajax-formaec2.js	(from https://wpriverthemes.com/gridx/)
23:11:34	31311/31311	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Nov%202023%2014:11:34%20GMT	https://wpriverthemes.com/gridx/consulted-admitting-is-power-acuteness/	D:/workspace/selLF/wpriverthemes.com/gridx/consulted-admitting-is-power-acuteness/index.html	(from https://wpriverthemes.com/gridx/)
23:11:34	4997/4997	---M-Z	200	added ('OK')	application/x-javascript	etag:%221385-654c956d-df13f8b6c39777a;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.17.3	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/js/webpack.runtime.min8864.js	(from https://wpriverthemes.com/gridx/)
23:11:34	39438/39438	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Nov%202023%2014:11:35%20GMT	https://wpriverthemes.com/gridx/service-offerings/	D:/workspace/selLF/wpriverthemes.com/gridx/service-offerings/index.html	(from https://wpriverthemes.com/gridx/)
23:11:34	60151/60151	---M-Z	200	added ('OK')	application/x-javascript	etag:%22eaf7-654c956d-3fc78dcac8bb819e;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.17.3	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/js/frontend-modules.min8864.js	(from https://wpriverthemes.com/gridx/)
23:11:34	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-654c956e-5aed3f5aab3efdbf;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://wpriverthemes.com/gridx/)
23:11:34	21438/21438	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253be-6466315d-f994376b7fb53951;gz%22	https://wpriverthemes.com/gridx/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	D:/workspace/selLF/wpriverthemes.com/gridx/wp-includes/js/jquery/ui/core.min3f14.js	(from https://wpriverthemes.com/gridx/)
23:11:35	40436/40436	---M-Z	200	added ('OK')	application/x-javascript	etag:%229df4-654c956d-d1c03b14f12d686e;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.17.3	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/js/frontend.min8864.js	(from https://wpriverthemes.com/gridx/)
23:11:48	214608/214608	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2234650-654c956d-c31b84fe44cd29fe;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.23.0	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.eot	(from https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
23:11:48	116044/116044	---M--	200	added ('OK')	application/font-woff	etag:%221c54c-654c956d-90bb2eba6abf5411;;;%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.23.0	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.woff	(from https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
23:11:49	94720/94720	---M--	200	added ('OK')	font/woff2	etag:%2217200-654c956d-1cf4e6e06aa248cb;;;%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.23.0	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.woff2	(from https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
23:11:49	214448/214448	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22345b0-654c956d-2d25d24f580715a3;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.23.0	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.ttf	(from https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
23:11:49	322806/322806	---M-Z	200	added ('OK')	image/svg+xml	etag:%224ecf6-654c956d-c0c182276310f1e6;gz%22	https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.23.0	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.svg	(from https://wpriverthemes.com/gridx/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
23:11:49	3511/3511	---M-Z	200	added ('OK')	text/css	etag:%22db7-654c95ca-140ea246f3d5bcd5;gz%22	https://wpriverthemes.com/gridx/wp-content/uploads/elementor/css/post-926.css?ver=1699517898	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/elementor/css/post-926ea47.css	(from https://wpriverthemes.com/gridx/about-page/)
23:11:50	17380/17380	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Nov%202023%2014:11:51%20GMT	https://wpriverthemes.com/gridx/wp-json/wp/v2/pages/926	D:/workspace/selLF/wpriverthemes.com/gridx/wp-json/wp/v2/pages/926.json	(from https://wpriverthemes.com/gridx/about-page/)
23:11:50	2123/2123	---M-Z	200	added ('OK')	application/json	date:Wed,%2022%20Nov%202023%2014:11:51%20GMT	https://wpriverthemes.com/gridx/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpriverthemes.com%2Fgridx%2Fabout-page%2F	D:/workspace/selLF/wpriverthemes.com/gridx/wp-json/oembed/1.0/embed9284.json	(from https://wpriverthemes.com/gridx/about-page/)
23:11:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Nov%202023%2014:11:51%20GMT	https://wpriverthemes.com/gridx/?p=926	D:/workspace/selLF/wpriverthemes.com/gridx/index2b15.html	(from https://wpriverthemes.com/gridx/about-page/)
23:11:50	2279/2279	---M-Z	200	added ('OK')	text/xml	date:Wed,%2022%20Nov%202023%2014:11:51%20GMT	https://wpriverthemes.com/gridx/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpriverthemes.com%2Fgridx%2Fabout-page%2F&format=xml	D:/workspace/selLF/wpriverthemes.com/gridx/wp-json/oembed/1.0/embed2968	(from https://wpriverthemes.com/gridx/about-page/)
23:11:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Nov%202023%2014:11:51%20GMT	https://wpriverthemes.com/gridx/contact-info	D:/workspace/selLF/wpriverthemes.com/gridx/contact-info	(from https://wpriverthemes.com/gridx/about-page/)
23:11:51	217373/217373	---M--	200	added ('OK')	image/png	etag:%223511d-64366a88-8cf7c4fa780ef9b2;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/me2.png	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/2023/04/me2.png	(from https://wpriverthemes.com/gridx/about-page/)
23:11:51	1547/1547	---M--	200	added ('OK')	image/png	etag:%2260b-6548bd32-9bd087c4eba40f56;;;%22	https://wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/star-2.png	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/themes/gridx/assets/images/star-2.png	(from https://wpriverthemes.com/gridx/about-page/)
23:11:51	1852/1852	---M-Z	200	added ('OK')	text/css	etag:%2273c-654c95d3-1c59de85f120e7ed;gz%22	https://wpriverthemes.com/gridx/wp-content/uploads/elementor/css/post-1084.css?ver=1699517907	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/elementor/css/post-1084d3ce.css	(from https://wpriverthemes.com/gridx/work/)
23:11:52	14832/14832	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Nov%202023%2014:11:52%20GMT	https://wpriverthemes.com/gridx/wp-json/wp/v2/pages/1084	D:/workspace/selLF/wpriverthemes.com/gridx/wp-json/wp/v2/pages/1084.json	(from https://wpriverthemes.com/gridx/work/)
23:11:52	2108/2108	---M-Z	200	added ('OK')	application/json	date:Wed,%2022%20Nov%202023%2014:11:53%20GMT	https://wpriverthemes.com/gridx/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpriverthemes.com%2Fgridx%2Fwork%2F	D:/workspace/selLF/wpriverthemes.com/gridx/wp-json/oembed/1.0/embedcf38.json	(from https://wpriverthemes.com/gridx/work/)
23:11:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Nov%202023%2014:11:53%20GMT	https://wpriverthemes.com/gridx/?p=1084	D:/workspace/selLF/wpriverthemes.com/gridx/index8e49.html	(from https://wpriverthemes.com/gridx/work/)
23:11:52	2264/2264	---M-Z	200	added ('OK')	text/xml	date:Wed,%2022%20Nov%202023%2014:11:53%20GMT	https://wpriverthemes.com/gridx/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpriverthemes.com%2Fgridx%2Fwork%2F&format=xml	D:/workspace/selLF/wpriverthemes.com/gridx/wp-json/oembed/1.0/embed71bd	(from https://wpriverthemes.com/gridx/work/)
23:11:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Nov%202023%2014:11:53%20GMT	https://wpriverthemes.com/gridx/contact-info	D:/workspace/selLF/wpriverthemes.com/gridx/contact-info	(from https://wpriverthemes.com/gridx/work/)
23:11:53	7630/7630	---M--	200	added ('OK')	image/jpeg	etag:%221dce-64391b90-9375f682267ea52a;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/project1.jpeg	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/2023/04/project1.jpg	(from https://wpriverthemes.com/gridx/work/)
23:11:53	12966/12966	---M--	200	added ('OK')	image/jpeg	etag:%2232a6-643e5ea7-cdf4d47450175881;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/project2.jpeg	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/2023/04/project2.jpg	(from https://wpriverthemes.com/gridx/work/)
23:11:53	42358/42358	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Nov%202023%2014:11:54%20GMT	https://wpriverthemes.com/gridx/workdetail-page/	D:/workspace/selLF/wpriverthemes.com/gridx/workdetail-page/index.html	(from https://wpriverthemes.com/gridx/work/)
23:11:53	32157/32157	---M--	200	added ('OK')	image/jpeg	etag:%227d9d-643e6a28-d052415a4305efc1;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/project3.jpeg	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/2023/04/project3.jpg	(from https://wpriverthemes.com/gridx/work/)
23:11:53	31135/31135	---M--	200	added ('OK')	image/jpeg	etag:%22799f-643e739a-94597520244e8a91;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/project5.jpeg	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/2023/04/project5.jpg	(from https://wpriverthemes.com/gridx/work/)
23:11:54	20283/20283	---M--	200	added ('OK')	image/jpeg	etag:%224f3b-643e720f-8fd2f24057e8df48;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/project4.jpeg	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/2023/04/project4.jpg	(from https://wpriverthemes.com/gridx/work/)
23:11:54	25419/25419	---M--	200	added ('OK')	image/jpeg	etag:%22634b-643e749f-d898f271ad042276;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/2023/04/project6.jpeg	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/2023/04/project6.jpg	(from https://wpriverthemes.com/gridx/work/)
23:11:54	284/284	---M--	200	added ('OK')	text/css	etag:%2211c-654ca156-8b8c7f7fccd17e45;;;%22	https://wpriverthemes.com/gridx/wp-content/uploads/elementor/css/post-1560.css?ver=1699520854	D:/workspace/selLF/wpriverthemes.com/gridx/wp-content/uploads/elementor/css/post-1560df70.css	(from https://wpriverthemes.com/gridx/contact-info/)
